gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000100763,Gm28777,predicted gene 28777,,
ENSMUSG00000026097,Ormdl1,ORM1-like 1 (S. cerevisiae),NCBIGene:227102,
ENSMUSG00000026096,Osgepl1,O-sialoglycoprotein endopeptidase-like 1,NCBIGene:72085,
ENSMUSG00000026095,Asnsd1,asparagine synthetase domain containing 1,NCBIGene:70396,
ENSMUSG00000117809,Asdurf,Asnsd1 upstream reading frame,NCBIGene:110599589,no expression
ENSMUSG00000096141,Dnah7a,"dynein, axonemal, heavy chain 7A",NCBIGene:627872,
ENSMUSG00000026094,Stk17b,serine/threonine kinase 17b (apoptosis-inducing),NCBIGene:98267,
ENSMUSG00000042807,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",NCBIGene:329152,
ENSMUSG00000025983,Ccdc150,coiled-coil domain containing 150,NCBIGene:78016,
ENSMUSG00000041303,Gtf3c3,"general transcription factor IIIC, polypeptide 3",NCBIGene:98488,
ENSMUSG00000109809,Gm34066,"predicted gene, 34066",NCBIGene:102637189,
ENSMUSG00000073678,Pgap1,post-GPI attachment to proteins 1,NCBIGene:241062,
ENSMUSG00000052331,Ankrd44,ankyrin repeat domain 44,NCBIGene:329154,
ENSMUSG00000101674,4930444A19Rik,RIKEN cDNA 4930444A19 gene,,
ENSMUSG00000025982,Sf3b1,"splicing factor 3b, subunit 1",NCBIGene:81898,
ENSMUSG00000025981,Coq10b,coenzyme Q10B,NCBIGene:67876,
ENSMUSG00000025980,Hspd1,heat shock protein 1 (chaperonin),NCBIGene:15510,
ENSMUSG00000073676,Hspe1,heat shock protein 1 (chaperonin 10),NCBIGene:15528,
ENSMUSG00000025979,Mob4,"MOB family member 4, phocein",NCBIGene:19070,
ENSMUSG00000025978,Rftn2,raftlin family member 2,NCBIGene:74013,
ENSMUSG00000097649,Gm10561,predicted gene 10561,,
ENSMUSG00000046994,Mars2,methionine-tRNA synthetase 2 (mitochondrial),NCBIGene:212679,
ENSMUSG00000025977,Boll,"boule homolog, RNA binding protein",NCBIGene:75388,
ENSMUSG00000038349,Plcl1,phospholipase C-like 1,NCBIGene:227120,
ENSMUSG00000099950,9130227L01Rik,RIKEN cDNA 9130227L01 gene,NCBIGene:329159,
ENSMUSG00000100372,1700003I22Rik,RIKEN cDNA 1700003I22 gene,NCBIGene:69356,
ENSMUSG00000101332,Gm28240,predicted gene 28240,,
ENSMUSG00000045336,Hsfy2,"heat shock transcription factor, Y-linked 2",NCBIGene:71066,
ENSMUSG00000038331,Satb2,special AT-rich sequence binding protein 2,NCBIGene:212712,
ENSMUSG00000087022,9130024F11Rik,RIKEN cDNA 9130024F11 gene,,
ENSMUSG00000099945,1700126A01Rik,RIKEN cDNA 1700126A01 gene,,
ENSMUSG00000101429,BC055402,cDNA sequence BC055402,NCBIGene:407809,
ENSMUSG00000097519,4930558J18Rik,RIKEN cDNA 4930558J18 gene,NCBIGene:75323,
ENSMUSG00000038323,1700066M21Rik,RIKEN cDNA 1700066M21 gene,NCBIGene:73467,
ENSMUSG00000048495,Tyw5,tRNA-yW synthesizing protein 5,NCBIGene:68736,
ENSMUSG00000025971,Maip1,matrix AAA peptidase interacting protein 1,NCBIGene:68115,
ENSMUSG00000038305,Spats2l,"spermatogenesis associated, serine-rich 2-like",NCBIGene:67198,
ENSMUSG00000091283,Gm17234,predicted gene 17234,,
ENSMUSG00000054770,Kctd18,potassium channel tetramerisation domain containing 18,NCBIGene:51960,
ENSMUSG00000026039,Sgo2a,shugoshin 2A,NCBIGene:68549,
ENSMUSG00000063558,Aox1,aldehyde oxidase 1,NCBIGene:11761,
ENSMUSG00000064294,Aox3,aldehyde oxidase 3,NCBIGene:71724,
ENSMUSG00000038242,Aox4,aldehyde oxidase 4,NCBIGene:71872,
ENSMUSG00000089822,Gm15759,predicted gene 15759,,
ENSMUSG00000079554,Aox2,aldehyde oxidase 2,NCBIGene:213043,
ENSMUSG00000051223,Bzw1,basic leucine zipper and W2 domains 1,NCBIGene:66882,
ENSMUSG00000026034,Clk1,CDC-like kinase 1,NCBIGene:12747,
ENSMUSG00000026035,Ppil3,peptidylprolyl isomerase (cyclophilin)-like 3,NCBIGene:70225,
ENSMUSG00000026036,Nif3l1,Ngg1 interacting factor 3-like 1 (S. pombe),NCBIGene:65102,
ENSMUSG00000026037,Orc2,"origin recognition complex, subunit 2",NCBIGene:18393,
ENSMUSG00000085054,Gm15834,predicted gene 15834,,
ENSMUSG00000038174,Fam126b,"family with sequence similarity 126, member B",NCBIGene:213056,
ENSMUSG00000026032,Ndufb3,NADH:ubiquinone oxidoreductase subunit B3,NCBIGene:66495,
ENSMUSG00000047528,Flacc1,flagellum associated containing coiled-coil domains 1,NCBIGene:108812,
ENSMUSG00000026031,Cflar,CASP8 and FADD-like apoptosis regulator,NCBIGene:12633,
ENSMUSG00000026029,Casp8,caspase 8,NCBIGene:12370,
ENSMUSG00000026028,Trak2,"trafficking protein, kinesin binding 2",NCBIGene:70827,
ENSMUSG00000026027,Stradb,STE20-related kinase adaptor beta,NCBIGene:227154,
ENSMUSG00000072295,C2cd6,C2 calcium dependent domain containing 6,NCBIGene:73463,
ENSMUSG00000047383,AC169382.1,novel transcript,,no expression
ENSMUSG00000099752,Gm29018,predicted gene 29018,,
ENSMUSG00000038079,Tmem237,transmembrane protein 237,NCBIGene:381259,
ENSMUSG00000097573,G730003C15Rik,RIKEN cDNA G730003C15 gene,,
ENSMUSG00000079550,Mpp4,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",NCBIGene:227157,
ENSMUSG00000101586,Gm29017,predicted gene 29017,,
ENSMUSG00000026024,Als2,alsin Rho guanine nucleotide exchange factor,NCBIGene:74018,
ENSMUSG00000026023,Cdk15,cyclin-dependent kinase 15,NCBIGene:271697,
ENSMUSG00000099922,Gm29016,predicted gene 29016,,
ENSMUSG00000041075,Fzd7,frizzled class receptor 7,NCBIGene:14369,
ENSMUSG00000097819,Gm26813,"predicted gene, 26813",,
ENSMUSG00000047361,Gm973,predicted gene 973,NCBIGene:381260,
ENSMUSG00000099811,Gm28411,predicted gene 28411,,
ENSMUSG00000101409,1700122D07Rik,RIKEN cDNA 1700122D07 gene,,
ENSMUSG00000026021,Sumo1,small ubiquitin-like modifier 1,NCBIGene:22218,
ENSMUSG00000026020,Nop58,NOP58 ribonucleoprotein,NCBIGene:55989,
ENSMUSG00000067336,Bmpr2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",NCBIGene:12168,
ENSMUSG00000041040,Fam117b,"family with sequence similarity 117, member B",NCBIGene:72750,
ENSMUSG00000026018,Ica1l,islet cell autoantigen 1-like,NCBIGene:70375,
ENSMUSG00000026019,Wdr12,WD repeat domain 12,NCBIGene:57750,
ENSMUSG00000026017,Carf,calcium response factor,NCBIGene:241066,
ENSMUSG00000073664,Nbeal1,neurobeachin like 1,NCBIGene:269198,
ENSMUSG00000049439,Cyp20a1,"cytochrome P450, family 20, subfamily a, polypeptide 1",NCBIGene:77951,
ENSMUSG00000026782,Abi2,abl-interactor 2,NCBIGene:329165,
ENSMUSG00000026014,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,NCBIGene:77300,
ENSMUSG00000026012,Cd28,CD28 antigen,NCBIGene:12487,
ENSMUSG00000086795,Gm11579,predicted gene 11579,,
ENSMUSG00000085965,2310016D23Rik,RIKEN cDNA 2310016D23 gene,,
ENSMUSG00000026011,Ctla4,cytotoxic T-lymphocyte-associated protein 4,NCBIGene:12477,
ENSMUSG00000026009,Icos,inducible T cell co-stimulator,NCBIGene:54167,
ENSMUSG00000100893,Gm28083,predicted gene 28083,,
ENSMUSG00000085248,Gm11587,predicted gene 11587,,
ENSMUSG00000085447,9530026F06Rik,RIKEN cDNA 9530026F06 gene,NCBIGene:77341,
ENSMUSG00000086408,Gm11588,predicted gene 11588,,
ENSMUSG00000100965,Gm28449,predicted gene 28449,,
ENSMUSG00000086009,4930587A21Rik,RIKEN cDNA 4930587A21 gene,,
ENSMUSG00000052062,Pard3b,par-3 family cell polarity regulator beta,NCBIGene:72823,
ENSMUSG00000085842,Pard3bos1,"par-3 family cell polarity regulator beta, opposite strand 1",,
ENSMUSG00000085019,Pard3bos2,"par-3 family cell polarity regulator beta, opposite strand 2",NCBIGene:105243940,
ENSMUSG00000085400,Pard3bos3,"par-3 family cell polarity regulator beta, opposite strand 3",,
ENSMUSG00000100750,Gm29084,predicted gene 29084,,
ENSMUSG00000025969,Nrp2,neuropilin 2,NCBIGene:18187,
ENSMUSG00000100811,Gm29083,predicted gene 29083,,
ENSMUSG00000100426,Gm4208,predicted gene 4208,,
ENSMUSG00000040865,Ino80d,INO80 complex subunit D,NCBIGene:227195,
ENSMUSG00000084799,Ino80dos,"INO80 complex subunit D, opposite strand",NCBIGene:100380944,
ENSMUSG00000101599,Gm20342,"predicted gene, 20342",,
ENSMUSG00000025968,Ndufs1,NADH:ubiquinone oxidoreductase core subunit S1,NCBIGene:227197,
ENSMUSG00000025967,Eef1b2,eukaryotic translation elongation factor 1 beta 2,NCBIGene:55949,
ENSMUSG00000046856,Gpr1,G protein-coupled receptor 1,NCBIGene:241070,
ENSMUSG00000086730,Platr12,pluripotency associated transcript 12,,
ENSMUSG00000087561,Gm11608,predicted gene 11608,,
ENSMUSG00000027520,Zdbf2,"zinc finger, DBF-type containing 2",NCBIGene:73884,
ENSMUSG00000025964,Adam23,a disintegrin and metallopeptidase domain 23,NCBIGene:23792,
ENSMUSG00000115378,Gm39653,"predicted gene, 39653",NCBIGene:105243944,
ENSMUSG00000069085,Dytn,dystrotelin,NCBIGene:241073,
ENSMUSG00000025963,Mdh1b,"malate dehydrogenase 1B, NAD (soluble)",NCBIGene:76668,
ENSMUSG00000025962,Fastkd2,FAST kinase domains 2,NCBIGene:75619,
ENSMUSG00000025961,4933402D24Rik,RIKEN cDNA 4933402D24 gene,,
ENSMUSG00000044689,Gm13749,predicted gene 13749,NCBIGene:433315,
ENSMUSG00000025959,Klf7,Kruppel-like factor 7 (ubiquitous),NCBIGene:93691,
ENSMUSG00000086836,Gm13748,predicted gene 13748,,
ENSMUSG00000101895,Gm28981,predicted gene 28981,,
ENSMUSG00000025958,Creb1,cAMP responsive element binding protein 1,NCBIGene:12912,
ENSMUSG00000025956,Mettl21a,methyltransferase like 21A,NCBIGene:67099,
ENSMUSG00000101832,Gm28982,predicted gene 28982,,
ENSMUSG00000100437,Gm29152,predicted gene 29152,,
ENSMUSG00000087213,2810408I11Rik,RIKEN cDNA 2810408I11 gene,NCBIGene:69941,
ENSMUSG00000070871,Ccnyl1,cyclin Y-like 1,NCBIGene:227210,
ENSMUSG00000045005,Fzd5,frizzled class receptor 5,NCBIGene:14367,
ENSMUSG00000051344,Plekhm3,"pleckstrin homology domain containing, family M, member 3",NCBIGene:241075,
ENSMUSG00000025955,Akr1cl,"aldo-keto reductase family 1, member C-like",NCBIGene:70861,
ENSMUSG00000070870,Cryge,"crystallin, gamma E",NCBIGene:12968,
ENSMUSG00000067299,Crygd,"crystallin, gamma D",NCBIGene:12967,
ENSMUSG00000025952,Crygc,"crystallin, gamma C",NCBIGene:12966,
ENSMUSG00000073658,Crygb,"crystallin, gamma B",NCBIGene:12965,
ENSMUSG00000044429,Cryga,"crystallin, gamma A",NCBIGene:12964,
ENSMUSG00000044816,D630023F18Rik,RIKEN cDNA D630023F18 gene,NCBIGene:98303,
ENSMUSG00000025950,Idh1,"isocitrate dehydrogenase 1 (NADP+), soluble",NCBIGene:15926,
ENSMUSG00000025949,Pikfyve,"phosphoinositide kinase, FYVE type zinc finger containing",NCBIGene:18711,
ENSMUSG00000025946,Pth2r,parathyroid hormone 2 receptor,NCBIGene:213527,
ENSMUSG00000025945,Crygf,"crystallin, gamma F",NCBIGene:12969,
ENSMUSG00000015222,Map2,microtubule-associated protein 2,NCBIGene:17756,
ENSMUSG00000073656,Gm10558,predicted gene 10558,,
ENSMUSG00000055567,Unc80,"unc-80, NALCN activator",NCBIGene:329178,
ENSMUSG00000026005,Rpe,ribulose-5-phosphate-3-epimerase,NCBIGene:66646,
ENSMUSG00000026004,Kansl1l,KAT8 regulatory NSL complex subunit 1-like,NCBIGene:68691,
ENSMUSG00000026003,Acadl,"acyl-Coenzyme A dehydrogenase, long-chain",NCBIGene:11363,
ENSMUSG00000061816,Myl1,"myosin, light polypeptide 1",NCBIGene:17901,
ENSMUSG00000026000,Lancl1,LanC (bacterial lantibiotic synthetase component C)-like 1,NCBIGene:14768,
ENSMUSG00000025991,Cps1,carbamoyl-phosphate synthetase 1,NCBIGene:227231,
ENSMUSG00000086204,Gm15668,predicted gene 15668,,
ENSMUSG00000085075,Gm15669,predicted gene 15669,,
ENSMUSG00000087329,Gm15671,predicted gene 15671,,
ENSMUSG00000062209,Erbb4,erb-b2 receptor tyrosine kinase 4,NCBIGene:13869,
ENSMUSG00000087514,Gm16076,predicted gene 16076,,
ENSMUSG00000099804,Gm28497,predicted gene 28497,,
ENSMUSG00000100354,Gm29113,predicted gene 29113,,
ENSMUSG00000101156,Gm29114,predicted gene 29114,,
ENSMUSG00000025997,Ikzf2,IKAROS family zinc finger 2,NCBIGene:22779,
ENSMUSG00000100815,Gm29112,predicted gene 29112,,
ENSMUSG00000099954,Gm28112,predicted gene 28112,,
ENSMUSG00000053153,Spag16,sperm associated antigen 16,NCBIGene:66722,
ENSMUSG00000045648,Vwc2l,von Willebrand factor C domain-containing protein 2-like,NCBIGene:320460,
ENSMUSG00000026196,Bard1,BRCA1 associated RING domain 1,NCBIGene:12021,
ENSMUSG00000050296,Abca12,"ATP-binding cassette, sub-family A (ABC1), member 12",NCBIGene:74591,
ENSMUSG00000026192,Atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,NCBIGene:108147,
ENSMUSG00000026193,Fn1,fibronectin 1,NCBIGene:14268,
ENSMUSG00000073652,Apol7d,apolipoprotein L 7d,NCBIGene:100042814,
ENSMUSG00000099707,Gm8883,predicted gene 8883,NCBIGene:667931,
ENSMUSG00000101211,Gm28818,predicted gene 28818,,
ENSMUSG00000101848,4933417E11Rik,RIKEN cDNA 4933417E11 gene,NCBIGene:71134,
ENSMUSG00000101764,4930556G22Rik,RIKEN cDNA 4930556G22 gene,,
ENSMUSG00000102123,Gm4319,predicted gene 4319,,
ENSMUSG00000039395,Mreg,melanoregulin,NCBIGene:381269,
ENSMUSG00000026189,Pecr,peroxisomal trans-2-enoyl-CoA reductase,NCBIGene:111175,
ENSMUSG00000026188,Tmem169,transmembrane protein 169,NCBIGene:271711,
ENSMUSG00000026187,Xrcc5,X-ray repair complementing defective repair in Chinese hamster cells 5,NCBIGene:22596,
ENSMUSG00000039372,March4,membrane-associated ring finger (C3HC4) 4,NCBIGene:381270,
ENSMUSG00000039354,Smarcal1,"SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",NCBIGene:54380,
ENSMUSG00000110712,Gm39662,"predicted gene, 39662",,
ENSMUSG00000039342,Ankar,ankyrin and armadillo repeat containing,NCBIGene:319695,
ENSMUSG00000046330,Rpl37a,ribosomal protein L37a,NCBIGene:19981,
ENSMUSG00000039323,Igfbp2,insulin-like growth factor binding protein 2,NCBIGene:16008,
ENSMUSG00000026185,Igfbp5,insulin-like growth factor binding protein 5,NCBIGene:16011,
ENSMUSG00000101968,1700027A15Rik,RIKEN cDNA 1700027A15 gene,NCBIGene:69449,
ENSMUSG00000026182,Tnp1,transition protein 1,NCBIGene:21958,
ENSMUSG00000101112,Gm29185,predicted gene 29185,,
ENSMUSG00000099877,Pinc,pregnancy induced noncoding RNA,,
ENSMUSG00000101812,D530049I02Rik,RIKEN cDNA D530049I02 gene,NCBIGene:78718,
ENSMUSG00000100444,C530043A13Rik,RIKEN cDNA C530043A13 gene,,
ENSMUSG00000100429,Gm29186,predicted gene 29186,,
ENSMUSG00000100301,6030407O03Rik,RIKEN cDNA 6030407O03 gene,NCBIGene:109198,
ENSMUSG00000101344,Gm29183,predicted gene 29183,,
ENSMUSG00000055322,Tns1,tensin 1,NCBIGene:21961,
ENSMUSG00000061815,Rufy4,RUN and FYVE domain containing 4,NCBIGene:435626,
ENSMUSG00000026180,Cxcr2,chemokine (C-X-C motif) receptor 2,NCBIGene:12765,
ENSMUSG00000048480,Cxcr1,chemokine (C-X-C motif) receptor 1,NCBIGene:227288,
ENSMUSG00000006304,Arpc2,"actin related protein 2/3 complex, subunit 2",NCBIGene:76709,
ENSMUSG00000064272,Gpbar1,G protein-coupled bile acid receptor 1,NCBIGene:227289,
ENSMUSG00000006299,Aamp,angio-associated migratory protein,NCBIGene:227290,
ENSMUSG00000101503,Gm28364,predicted gene 28364,,
ENSMUSG00000026179,Pnkd,paroxysmal nonkinesiogenic dyskinesia,NCBIGene:56695,
ENSMUSG00000006301,Tmbim1,transmembrane BAX inhibitor motif containing 1,NCBIGene:69660,
ENSMUSG00000099931,Gm29358,predicted gene 29358,,
ENSMUSG00000073650,Catip,ciliogenesis associated TTC17 interacting protein,NCBIGene:241112,
ENSMUSG00000026177,Slc11a1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",NCBIGene:18173,
ENSMUSG00000026176,Ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",NCBIGene:227292,
ENSMUSG00000026175,Vil1,villin 1,NCBIGene:22349,
ENSMUSG00000033364,Usp37,ubiquitin specific peptidase 37,NCBIGene:319651,
ENSMUSG00000026174,Cnot9,"CCR4-NOT transcription complex, subunit 9",NCBIGene:58184,
ENSMUSG00000026173,Plcd4,"phospholipase C, delta 4",NCBIGene:18802,
ENSMUSG00000026135,Zfp142,zinc finger protein 142,NCBIGene:77264,
ENSMUSG00000026172,Bcs1l,BCS1-like (yeast),NCBIGene:66821,
ENSMUSG00000026171,Rnf25,ring finger protein 25,NCBIGene:57751,
ENSMUSG00000033276,Stk36,serine/threonine kinase 36,NCBIGene:269209,
ENSMUSG00000033257,Ttll4,"tubulin tyrosine ligase-like family, member 4",NCBIGene:67534,
ENSMUSG00000026170,Cyp27a1,"cytochrome P450, family 27, subfamily a, polypeptide 1",NCBIGene:104086,
ENSMUSG00000006542,Prkag3,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit",NCBIGene:241113,
ENSMUSG00000033227,Wnt6,"wingless-type MMTV integration site family, member 6",NCBIGene:22420,
ENSMUSG00000099472,Gm29539,predicted gene 29539,,
ENSMUSG00000026167,Wnt10a,"wingless-type MMTV integration site family, member 10A",NCBIGene:22409,
ENSMUSG00000089964,Gm16582,predicted gene 16582,NCBIGene:102634844,
ENSMUSG00000090071,Cdk5r2,"cyclin-dependent kinase 5, regulatory subunit 2 (p39)",NCBIGene:12570,
ENSMUSG00000055197,Fev,FEV (ETS oncogene family),NCBIGene:260298,
ENSMUSG00000006546,Cryba2,"crystallin, beta A2",NCBIGene:12958,
ENSMUSG00000047021,Cfap65,cilia and flagella associated protein 65,NCBIGene:241116,
ENSMUSG00000089653,Gm15841,predicted gene 15841,,
ENSMUSG00000006538,Ihh,Indian hedgehog,NCBIGene:16147,
ENSMUSG00000026162,Nhej1,non-homologous end joining factor 1,NCBIGene:75570,
ENSMUSG00000026205,Slc23a3,"solute carrier family 23 (nucleobase transporters), member 3",NCBIGene:22626,
ENSMUSG00000033159,Cnppd1,cyclin Pas1/PHO80 domain containing 1,NCBIGene:69171,
ENSMUSG00000049339,Retreg2,reticulophagy regulator family member 2,NCBIGene:227298,
ENSMUSG00000026197,Zfand2b,"zinc finger, AN1 type domain 2B",NCBIGene:68818,
ENSMUSG00000026198,Abcb6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",NCBIGene:74104,
ENSMUSG00000033124,Atg9a,autophagy related 9A,NCBIGene:245860,
ENSMUSG00000026199,Ankzf1,ankyrin repeat and zinc finger domain containing 1,NCBIGene:52231,
ENSMUSG00000026200,Glb1l,"galactosidase, beta 1-like",NCBIGene:74577,
ENSMUSG00000026201,Stk16,serine/threonine kinase 16,NCBIGene:20872,
ENSMUSG00000026202,Tuba4a,"tubulin, alpha 4A",NCBIGene:22145,
ENSMUSG00000096094,A630095N17Rik,RIKEN cDNA A630095N17 gene,NCBIGene:381272,
ENSMUSG00000026203,Dnajb2,DnaJ heat shock protein family (Hsp40) member B2,NCBIGene:56812,
ENSMUSG00000026204,Ptprn,"protein tyrosine phosphatase, receptor type, N",NCBIGene:19275,
ENSMUSG00000101840,Gm28294,predicted gene 28294,,
ENSMUSG00000033061,Resp18,regulated endocrine-specific protein 18,NCBIGene:19711,
ENSMUSG00000100556,Gm28902,predicted gene 28902,,
ENSMUSG00000026209,Dnpep,aspartyl aminopeptidase,NCBIGene:13437,
ENSMUSG00000026208,Des,desmin,NCBIGene:13346,
ENSMUSG00000085653,Gm15179,predicted gene 15179,NCBIGene:100503248,
ENSMUSG00000026207,Speg,SPEG complex locus,NCBIGene:11790,
ENSMUSG00000086053,Gm15178,predicted gene 15178,,
ENSMUSG00000033021,Gmppa,GDP-mannose pyrophosphorylase A,NCBIGene:69080,
ENSMUSG00000033007,Asic4,acid-sensing (proton-gated) ion channel family member 4,NCBIGene:241118,
ENSMUSG00000032997,Chpf,chondroitin polymerizing factor,NCBIGene:74241,
ENSMUSG00000026211,Obsl1,obscurin-like 1,NCBIGene:98733,
ENSMUSG00000051703,Tmem198,transmembrane protein 198,NCBIGene:319998,
ENSMUSG00000032968,Inha,inhibin alpha,NCBIGene:16322,
ENSMUSG00000026213,Stk11ip,serine/threonine kinase 11 interacting protein,NCBIGene:71728,
ENSMUSG00000006576,Slc4a3,"solute carrier family 4 (anion exchanger), member 3",NCBIGene:20536,
ENSMUSG00000099996,Gm29065,predicted gene 29065,,
ENSMUSG00000100827,Gm29069,predicted gene 29069,,
ENSMUSG00000100553,Gm17751,"predicted gene, 17751",NCBIGene:620079,
ENSMUSG00000100534,Gm816,predicted gene 816,,
ENSMUSG00000026235,Epha4,Eph receptor A4,NCBIGene:13838,
ENSMUSG00000101849,Gm28386,predicted gene 28386,,
ENSMUSG00000102052,Gm28387,predicted gene 28387,,
ENSMUSG00000004872,Pax3,paired box 3,NCBIGene:18505,
ENSMUSG00000032908,Sgpp2,sphingosine-1-phosphate phosphotase 2,NCBIGene:433323,
ENSMUSG00000099561,Gm28410,predicted gene 28410,,
ENSMUSG00000026245,Farsb,"phenylalanyl-tRNA synthetase, beta subunit",NCBIGene:23874,
ENSMUSG00000090486,BC035947,cDNA sequence BC035947,,
ENSMUSG00000012187,Mogat1,monoacylglycerol O-acyltransferase 1,NCBIGene:68393,
ENSMUSG00000099364,5730419F03Rik,RIKEN cDNA 5730419F03 gene,,
ENSMUSG00000100562,Gm29611,predicted gene 29611,,
ENSMUSG00000032883,Acsl3,acyl-CoA synthetase long-chain family member 3,NCBIGene:74205,
ENSMUSG00000079470,Utp14b,UTP14B small subunit processome component,NCBIGene:195434,
ENSMUSG00000099706,Gm29536,predicted gene 29536,NCBIGene:102636764,
ENSMUSG00000047330,Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4",NCBIGene:57814,
ENSMUSG00000101324,Gm29187,predicted gene 29187,,
ENSMUSG00000050711,Scg2,secretogranin II,NCBIGene:20254,
ENSMUSG00000054702,Ap1s3,"adaptor-related protein complex AP-1, sigma 3",NCBIGene:252903,
ENSMUSG00000073643,Wdfy1,WD repeat and FYVE domain containing 1,NCBIGene:69368,
ENSMUSG00000026248,Mrpl44,mitochondrial ribosomal protein L44,NCBIGene:69163,
ENSMUSG00000026249,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",NCBIGene:20720,
ENSMUSG00000099552,9830004L10Rik,RIKEN cDNA 9830004L10 gene,,
ENSMUSG00000043230,Fam124b,"family with sequence similarity 124, member B",NCBIGene:241128,
ENSMUSG00000101257,2310015K22Rik,RIKEN cDNA 2310015K22 gene,,
ENSMUSG00000004364,Cul3,cullin 3,NCBIGene:26554,
ENSMUSG00000101722,Gm29125,predicted gene 29125,,
ENSMUSG00000101483,1700016L21Rik,RIKEN cDNA 1700016L21 gene,,
ENSMUSG00000110100,Gm45261,predicted gene 45261,,
ENSMUSG00000038608,Dock10,dedicator of cytokinesis 10,NCBIGene:210293,
ENSMUSG00000054976,Nyap2,neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2,NCBIGene:241134,
ENSMUSG00000055980,Irs1,insulin receptor substrate 1,NCBIGene:16367,
ENSMUSG00000022591,Gm9747,predicted gene 9747,,
ENSMUSG00000026142,Rhbdd1,rhomboid domain containing 1,NCBIGene:76867,
ENSMUSG00000100786,Gm28940,predicted gene 28940,,
